anio,concepto,valor,unidad,fuente_archivo
2018,Débito,2761.0,millones_usd,bpagos_6.xls
2019,Débito,2860.7,millones_usd,bpagos_6.xls
2020,Débito,2442.0,millones_usd,bpagos_6.xls
2021,Débito,3019.5,millones_usd,bpagos_6.xls
2022,Débito,3022.3,millones_usd,bpagos_6.xls
2023,Débito,4011.0,millones_usd,bpagos_6.xls
2024,Débito,4239.0,millones_usd,bpagos_6.xls
2025,Débito,5441.2,millones_usd,bpagos_6.xls
2010,Inversión de Cartera,-300.4,millones_usd,bpagos_6.xls
2011,Inversión de Cartera,-384.09999999999997,millones_usd,bpagos_6.xls
2012,Inversión de Cartera,-477.5,millones_usd,bpagos_6.xls
2013,Inversión de Cartera,-458.00000000000006,millones_usd,bpagos_6.xls
2014,Inversión de Cartera,-495.3,millones_usd,bpagos_6.xls
2015,Inversión de Cartera,-637.2,millones_usd,bpagos_6.xls
2016,Inversión de Cartera,-781.6,millones_usd,bpagos_6.xls
2017,Inversión de Cartera,-975.9,millones_usd,bpagos_6.xls
2018,Inversión de Cartera,-1053.7999999999997,millones_usd,bpagos_6.xls
2019,Inversión de Cartera,-1288.7,millones_usd,bpagos_6.xls
2020,Inversión de Cartera,-1406.6,millones_usd,bpagos_6.xls
2021,Inversión de Cartera,-1831.6999999999998,millones_usd,bpagos_6.xls
2022,Inversión de Cartera,-1716.8000000000002,millones_usd,bpagos_6.xls
2023,Inversión de Cartera,-2006.8,millones_usd,bpagos_6.xls
2024,Inversión de Cartera,-2277.5,millones_usd,bpagos_6.xls
2025,Inversión de Cartera,-2801.9000000000005,millones_usd,bpagos_6.xls
2010,Crédito,9.6,millones_usd,bpagos_6.xls
2011,Crédito,10.299999999999999,millones_usd,bpagos_6.xls
2012,Crédito,11.100000000000001,millones_usd,bpagos_6.xls
2013,Crédito,12.0,millones_usd,bpagos_6.xls
2014,Crédito,12.900000000000002,millones_usd,bpagos_6.xls
2015,Crédito,13.9,millones_usd,bpagos_6.xls
2016,Crédito,15.000000000000002,millones_usd,bpagos_6.xls
2017,Crédito,7.9,millones_usd,bpagos_6.xls
2018,Crédito,0.0,millones_usd,bpagos_6.xls
2019,Crédito,0.0,millones_usd,bpagos_6.xls
2020,Crédito,0.0,millones_usd,bpagos_6.xls
2021,Crédito,0.0,millones_usd,bpagos_6.xls
2022,Crédito,0.0,millones_usd,bpagos_6.xls
2023,Crédito,0.0,millones_usd,bpagos_6.xls
2024,Crédito,0.0,millones_usd,bpagos_6.xls
2025,Crédito,0.0,millones_usd,bpagos_6.xls
2010,Débito,310.0,millones_usd,bpagos_6.xls
2011,Débito,394.4,millones_usd,bpagos_6.xls
2012,Débito,488.6,millones_usd,bpagos_6.xls
2013,Débito,470.00000000000006,millones_usd,bpagos_6.xls
2014,Débito,508.2,millones_usd,bpagos_6.xls
2015,Débito,651.1,millones_usd,bpagos_6.xls
2016,Débito,796.5999999999999,millones_usd,bpagos_6.xls
2017,Débito,983.8,millones_usd,bpagos_6.xls
2018,Débito,1053.7999999999997,millones_usd,bpagos_6.xls
2019,Débito,1288.7,millones_usd,bpagos_6.xls
2020,Débito,1406.6,millones_usd,bpagos_6.xls
2021,Débito,1831.6999999999998,millones_usd,bpagos_6.xls
2022,Débito,1716.8000000000002,millones_usd,bpagos_6.xls
2023,Débito,2006.8,millones_usd,bpagos_6.xls
2024,Débito,2277.5,millones_usd,bpagos_6.xls
2025,Débito,2801.9000000000005,millones_usd,bpagos_6.xls
2010,Otra Inversión,-29.399999999999977,millones_usd,bpagos_6.xls
2011,Otra Inversión,-58.599999999999966,millones_usd,bpagos_6.xls
2012,Otra Inversión,-62.900000000000034,millones_usd,bpagos_6.xls
2013,Otra Inversión,-78.69999999999993,millones_usd,bpagos_6.xls
2014,Otra Inversión,-91.30000000000001,millones_usd,bpagos_6.xls
2015,Otra Inversión,-38.19999999999999,millones_usd,bpagos_6.xls
2016,Otra Inversión,-111.20000000000002,millones_usd,bpagos_6.xls
2017,Otra Inversión,-169.8,millones_usd,bpagos_6.xls
2018,Otra Inversión,-126.60000000000002,millones_usd,bpagos_6.xls
2019,Otra Inversión,-161.10000000000002,millones_usd,bpagos_6.xls
2020,Otra Inversión,16.50000000000002,millones_usd,bpagos_6.xls
2021,Otra Inversión,-7.900000000000006,millones_usd,bpagos_6.xls
2022,Otra Inversión,35.80000000000001,millones_usd,bpagos_6.xls
2023,Otra Inversión,-377.8,millones_usd,bpagos_6.xls
2024,Otra Inversión,-868.1,millones_usd,bpagos_6.xls
2025,Otra Inversión,-467.6,millones_usd,bpagos_6.xls
2010,Crédito,272.4,millones_usd,bpagos_6.xls
2011,Crédito,323.6,millones_usd,bpagos_6.xls
2012,Crédito,282.9,millones_usd,bpagos_6.xls
2013,Crédito,319.40000000000003,millones_usd,bpagos_6.xls
2014,Crédito,300.2,millones_usd,bpagos_6.xls
2015,Crédito,296.0,millones_usd,bpagos_6.xls
2016,Crédito,216.1,millones_usd,bpagos_6.xls
2017,Crédito,185.5,millones_usd,bpagos_6.xls
2018,Crédito,174.7,millones_usd,bpagos_6.xls
2019,Crédito,167.0,millones_usd,bpagos_6.xls
2020,Crédito,264.09999999999997,millones_usd,bpagos_6.xls
2021,Crédito,198.20000000000002,millones_usd,bpagos_6.xls
2022,Crédito,290.0,millones_usd,bpagos_6.xls
2023,Crédito,257.2,millones_usd,bpagos_6.xls
2024,Crédito,255.10000000000002,millones_usd,bpagos_6.xls
2025,Crédito,265.6,millones_usd,bpagos_6.xls
2010,Débito,301.79999999999995,millones_usd,bpagos_6.xls
2011,Débito,382.2,millones_usd,bpagos_6.xls
2012,Débito,345.8,millones_usd,bpagos_6.xls
2013,Débito,398.09999999999997,millones_usd,bpagos_6.xls
2014,Débito,391.5,millones_usd,bpagos_6.xls
2015,Débito,334.2,millones_usd,bpagos_6.xls
2016,Débito,327.29999999999995,millones_usd,bpagos_6.xls
2017,Débito,355.3,millones_usd,bpagos_6.xls
2018,Débito,301.3,millones_usd,bpagos_6.xls
2019,Débito,328.1,millones_usd,bpagos_6.xls
2020,Débito,247.59999999999997,millones_usd,bpagos_6.xls
2021,Débito,206.1,millones_usd,bpagos_6.xls
2022,Débito,254.2,millones_usd,bpagos_6.xls
2023,Débito,635.0,millones_usd,bpagos_6.xls
2024,Débito,1123.2,millones_usd,bpagos_6.xls
2025,Débito,733.2,millones_usd,bpagos_6.xls
2010,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2011,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2012,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2013,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2014,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2015,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2016,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2017,Activos de Reservas,0.0,millones_usd,bpagos_6.xls
2018,Activos de Reservas,121.1,millones_usd,bpagos_6.xls
2019,Activos de Reservas,165.4,millones_usd,bpagos_6.xls
2020,Activos de Reservas,128.1,millones_usd,bpagos_6.xls
2021,Activos de Reservas,41.099999999999994,millones_usd,bpagos_6.xls
2022,Activos de Reservas,208.6,millones_usd,bpagos_6.xls
2023,Activos de Reservas,679.4,millones_usd,bpagos_6.xls
2024,Activos de Reservas,641.0999999999999,millones_usd,bpagos_6.xls
2025,Activos de Reservas,619.5,millones_usd,bpagos_6.xls
2010,Crédito,0.0,millones_usd,bpagos_6.xls
2011,Crédito,0.0,millones_usd,bpagos_6.xls
2012,Crédito,0.0,millones_usd,bpagos_6.xls
2013,Crédito,0.0,millones_usd,bpagos_6.xls
2014,Crédito,0.0,millones_usd,bpagos_6.xls
2015,Crédito,0.0,millones_usd,bpagos_6.xls
2016,Crédito,0.0,millones_usd,bpagos_6.xls
2017,Crédito,0.0,millones_usd,bpagos_6.xls
2018,Crédito,121.1,millones_usd,bpagos_6.xls
2019,Crédito,165.4,millones_usd,bpagos_6.xls
2020,Crédito,128.1,millones_usd,bpagos_6.xls
2021,Crédito,41.099999999999994,millones_usd,bpagos_6.xls
2022,Crédito,208.6,millones_usd,bpagos_6.xls
2023,Crédito,679.4,millones_usd,bpagos_6.xls
2024,Crédito,641.0999999999999,millones_usd,bpagos_6.xls
2025,Crédito,619.5,millones_usd,bpagos_6.xls
2010,Débito,0.0,millones_usd,bpagos_6.xls
2011,Débito,0.0,millones_usd,bpagos_6.xls
2012,Débito,0.0,millones_usd,bpagos_6.xls
2013,Débito,0.0,millones_usd,bpagos_6.xls
2014,Débito,0.0,millones_usd,bpagos_6.xls
2015,Débito,0.0,millones_usd,bpagos_6.xls
2016,Débito,0.0,millones_usd,bpagos_6.xls
2017,Débito,0.0,millones_usd,bpagos_6.xls
2018,Débito,0.0,millones_usd,bpagos_6.xls
2019,Débito,0.0,millones_usd,bpagos_6.xls
2020,Débito,0.0,millones_usd,bpagos_6.xls
2021,Débito,0.0,millones_usd,bpagos_6.xls
2022,Débito,0.0,millones_usd,bpagos_6.xls
2023,Débito,0.0,millones_usd,bpagos_6.xls
2024,Débito,0.0,millones_usd,bpagos_6.xls
2025,Débito,0.0,millones_usd,bpagos_6.xls
2010,1.3 Ingreso Secundario,3430.6000000000004,millones_usd,bpagos_6.xls
2011,1.3 Ingreso Secundario,3854.2000000000003,millones_usd,bpagos_6.xls
2012,1.3 Ingreso Secundario,3914.5,millones_usd,bpagos_6.xls
2013,1.3 Ingreso Secundario,4147.599999999999,millones_usd,bpagos_6.xls
2014,1.3 Ingreso Secundario,4367.5,millones_usd,bpagos_6.xls
2015,1.3 Ingreso Secundario,4753.0,millones_usd,bpagos_6.xls
2016,1.3 Ingreso Secundario,5057.799999999999,millones_usd,bpagos_6.xls
2017,1.3 Ingreso Secundario,5710.6,millones_usd,bpagos_6.xls
2018,1.3 Ingreso Secundario,6432.9,millones_usd,bpagos_6.xls
2019,1.3 Ingreso Secundario,6897.800000000001,millones_usd,bpagos_6.xls
2020,1.3 Ingreso Secundario,7900.200000000001,millones_usd,bpagos_6.xls
2021,1.3 Ingreso Secundario,10114.3,millones_usd,bpagos_6.xls
2022,1.3 Ingreso Secundario,9431.0,millones_usd,bpagos_6.xls
2023,1.3 Ingreso Secundario,9678.900000000001,millones_usd,bpagos_6.xls
2024,1.3 Ingreso Secundario,10240.099999999999,millones_usd,bpagos_6.xls
2025,1.3 Ingreso Secundario,11301.1,millones_usd,bpagos_6.xls
2010,Crédito,4257.3,millones_usd,bpagos_6.xls
2011,Crédito,4665.1,millones_usd,bpagos_6.xls
2012,Crédito,4732.5,millones_usd,bpagos_6.xls
2013,Crédito,4950.4,millones_usd,bpagos_6.xls
2014,Crédito,5214.0,millones_usd,bpagos_6.xls
2015,Crédito,5621.4,millones_usd,bpagos_6.xls
2016,Crédito,5968.999999999999,millones_usd,bpagos_6.xls
2017,Crédito,6695.3,millones_usd,bpagos_6.xls
2018,Crédito,7343.9,millones_usd,bpagos_6.xls
2019,Crédito,7908.700000000001,millones_usd,bpagos_6.xls
2020,Crédito,8940.4,millones_usd,bpagos_6.xls
2021,Crédito,11316.9,millones_usd,bpagos_6.xls
2022,Crédito,10898.0,millones_usd,bpagos_6.xls
2023,Crédito,11271.7,millones_usd,bpagos_6.xls
2024,Crédito,12002.599999999999,millones_usd,bpagos_6.xls
2025,Crédito,13173.5,millones_usd,bpagos_6.xls
2010,Remesas Familiares,3682.9,millones_usd,bpagos_6.xls
2011,Remesas Familiares,4008.3,millones_usd,bpagos_6.xls
2012,Remesas Familiares,4045.4,millones_usd,bpagos_6.xls
2013,Remesas Familiares,4262.3,millones_usd,bpagos_6.xls
2014,Remesas Familiares,4571.2,millones_usd,bpagos_6.xls
2015,Remesas Familiares,4960.599999999999,millones_usd,bpagos_6.xls
2016,Remesas Familiares,5260.799999999999,millones_usd,bpagos_6.xls
2017,Remesas Familiares,5911.8,millones_usd,bpagos_6.xls
2018,Remesas Familiares,6494.2,millones_usd,bpagos_6.xls
2019,Remesas Familiares,7087.1,millones_usd,bpagos_6.xls
2020,Remesas Familiares,8219.199999999999,millones_usd,bpagos_6.xls
2021,Remesas Familiares,10402.5,millones_usd,bpagos_6.xls
2022,Remesas Familiares,9856.5,millones_usd,bpagos_6.xls
2023,Remesas Familiares,10157.199999999999,millones_usd,bpagos_6.xls
2024,Remesas Familiares,10858.999999999998,millones_usd,bpagos_6.xls
2025,Remesas Familiares,11866.3,millones_usd,bpagos_6.xls
2010,Otras Transferencias,574.4000000000001,millones_usd,bpagos_6.xls
2011,Otras Transferencias,656.8000000000002,millones_usd,bpagos_6.xls
2012,Otras Transferencias,687.0999999999999,millones_usd,bpagos_6.xls
2013,Otras Transferencias,688.0999999999995,millones_usd,bpagos_6.xls
2014,Otras Transferencias,642.8000000000002,millones_usd,bpagos_6.xls
2015,Otras Transferencias,660.8000000000002,millones_usd,bpagos_6.xls
2016,Otras Transferencias,708.2,millones_usd,bpagos_6.xls
2017,Otras Transferencias,783.5,millones_usd,bpagos_6.xls
2018,Otras Transferencias,849.7000000000002,millones_usd,bpagos_6.xls
2019,Otras Transferencias,821.6000000000004,millones_usd,bpagos_6.xls
2020,Otras Transferencias,721.2,millones_usd,bpagos_6.xls
2021,Otras Transferencias,914.4000000000004,millones_usd,bpagos_6.xls
2022,Otras Transferencias,1041.4999999999989,millones_usd,bpagos_6.xls
2023,Otras Transferencias,1114.5000000000023,millones_usd,bpagos_6.xls
2024,Otras Transferencias,1143.6,millones_usd,bpagos_6.xls
2025,Otras Transferencias,1307.2000000000007,millones_usd,bpagos_6.xls
2010,Débito,826.7,millones_usd,bpagos_6.xls
2011,Débito,810.9,millones_usd,bpagos_6.xls
2012,Débito,818.0,millones_usd,bpagos_6.xls
2013,Débito,802.8,millones_usd,bpagos_6.xls
2014,Débito,846.5,millones_usd,bpagos_6.xls
2015,Débito,868.4,millones_usd,bpagos_6.xls
2016,Débito,911.2,millones_usd,bpagos_6.xls
2017,Débito,984.7,millones_usd,bpagos_6.xls
2018,Débito,911.0,millones_usd,bpagos_6.xls
2019,Débito,1010.9,millones_usd,bpagos_6.xls
2020,Débito,1040.1999999999998,millones_usd,bpagos_6.xls
2021,Débito,1202.6,millones_usd,bpagos_6.xls
2022,Débito,1467.0000000000002,millones_usd,bpagos_6.xls
2023,Débito,1592.8,millones_usd,bpagos_6.xls
2024,Débito,1762.5,millones_usd,bpagos_6.xls
2025,Débito,1872.3999999999999,millones_usd,bpagos_6.xls
2010,Remesas Familiares,391.9,millones_usd,bpagos_6.xls
2011,Remesas Familiares,412.90000000000003,millones_usd,bpagos_6.xls
2012,Remesas Familiares,400.30000000000007,millones_usd,bpagos_6.xls
2013,Remesas Familiares,383.50000000000006,millones_usd,bpagos_6.xls
2014,Remesas Familiares,420.09999999999997,millones_usd,bpagos_6.xls
2015,Remesas Familiares,424.70000000000005,millones_usd,bpagos_6.xls
2016,Remesas Familiares,448.7,millones_usd,bpagos_6.xls
2017,Remesas Familiares,461.80000000000007,millones_usd,bpagos_6.xls
2018,Remesas Familiares,427.8,millones_usd,bpagos_6.xls
2019,Remesas Familiares,483.79999999999995,millones_usd,bpagos_6.xls
2020,Remesas Familiares,603.9,millones_usd,bpagos_6.xls
2021,Remesas Familiares,639.0,millones_usd,bpagos_6.xls
2022,Remesas Familiares,708.7,millones_usd,bpagos_6.xls
2023,Remesas Familiares,850.3,millones_usd,bpagos_6.xls
2024,Remesas Familiares,958.0999999999999,millones_usd,bpagos_6.xls
2025,Remesas Familiares,947.5999999999999,millones_usd,bpagos_6.xls
2010,Otras Transferencias,434.80000000000007,millones_usd,bpagos_6.xls
2011,Otras Transferencias,397.99999999999994,millones_usd,bpagos_6.xls
2012,Otras Transferencias,417.69999999999993,millones_usd,bpagos_6.xls
2013,Otras Transferencias,419.2999999999999,millones_usd,bpagos_6.xls
2014,Otras Transferencias,426.40000000000003,millones_usd,bpagos_6.xls
2015,Otras Transferencias,443.69999999999993,millones_usd,bpagos_6.xls
2016,Otras Transferencias,462.50000000000006,millones_usd,bpagos_6.xls
2017,Otras Transferencias,522.9,millones_usd,bpagos_6.xls
2018,Otras Transferencias,483.2,millones_usd,bpagos_6.xls
2019,Otras Transferencias,527.1,millones_usd,bpagos_6.xls
2020,Otras Transferencias,436.30000000000007,millones_usd,bpagos_6.xls
2021,Otras Transferencias,563.5999999999999,millones_usd,bpagos_6.xls
2022,Otras Transferencias,758.3000000000002,millones_usd,bpagos_6.xls
2023,Otras Transferencias,742.5,millones_usd,bpagos_6.xls
2024,Otras Transferencias,804.4000000000001,millones_usd,bpagos_6.xls
2025,Otras Transferencias,924.8,millones_usd,bpagos_6.xls
2010,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2011,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2012,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2013,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2014,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2015,2. Cuenta de Capital 1/,2087.1,millones_usd,bpagos_6.xls
2016,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2017,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2018,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2019,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2020,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2021,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2022,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2023,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2024,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2025,2. Cuenta de Capital 1/,0.0,millones_usd,bpagos_6.xls
2010,3. Préstamo / Endeudamiento Neto (3=1+2),-4023.500000000001,millones_usd,bpagos_6.xls
2011,3. Préstamo / Endeudamiento Neto (3=1+2),-4334.5999999999985,millones_usd,bpagos_6.xls
2012,3. Préstamo / Endeudamiento Neto (3=1+2),-3880.899999999998,millones_usd,bpagos_6.xls
2013,3. Préstamo / Endeudamiento Neto (3=1+2),-2567.9000000000024,millones_usd,bpagos_6.xls
2014,3. Préstamo / Endeudamiento Neto (3=1+2),-2170.199999999998,millones_usd,bpagos_6.xls
2015,3. Préstamo / Endeudamiento Neto (3=1+2),806.7999999999997,millones_usd,bpagos_6.xls
2016,3. Préstamo / Endeudamiento Neto (3=1+2),-814.7000000000006,millones_usd,bpagos_6.xls
2017,3. Préstamo / Endeudamiento Neto (3=1+2),-133.09999999999582,millones_usd,bpagos_6.xls
2018,3. Préstamo / Endeudamiento Neto (3=1+2),-1321.4999999999982,millones_usd,bpagos_6.xls
2019,3. Préstamo / Endeudamiento Neto (3=1+2),-1187.9000000000042,millones_usd,bpagos_6.xls
2020,3. Préstamo / Endeudamiento Neto (3=1+2),-1337.3000000000018,millones_usd,bpagos_6.xls
2021,3. Préstamo / Endeudamiento Neto (3=1+2),-2685.2999999999993,millones_usd,bpagos_6.xls
2022,3. Préstamo / Endeudamiento Neto (3=1+2),-6548.899999999998,millones_usd,bpagos_6.xls
2023,3. Préstamo / Endeudamiento Neto (3=1+2),-4418.400000000005,millones_usd,bpagos_6.xls
2024,3. Préstamo / Endeudamiento Neto (3=1+2),-3705.499999999998,millones_usd,bpagos_6.xls
2025,3. Préstamo / Endeudamiento Neto (3=1+2),-1487.9000000000033,millones_usd,bpagos_6.xls
2010,4. Cuenta Financiera,-5059.299999999999,millones_usd,bpagos_6.xls
2011,4. Cuenta Financiera,-4101.5,millones_usd,bpagos_6.xls
2012,4. Cuenta Financiera,-3692.199999999999,millones_usd,bpagos_6.xls
2013,4. Cuenta Financiera,-4273.5,millones_usd,bpagos_6.xls
2014,4. Cuenta Financiera,-3761.7,millones_usd,bpagos_6.xls
2015,4. Cuenta Financiera,-1512.9000000000026,millones_usd,bpagos_6.xls
2016,4. Cuenta Financiera,-2454.9000000000005,millones_usd,bpagos_6.xls
2017,4. Cuenta Financiera,-2120.7000000000016,millones_usd,bpagos_6.xls
2018,4. Cuenta Financiera,-3083.000000000001,millones_usd,bpagos_6.xls
2019,4. Cuenta Financiera,-3138.7000000000007,millones_usd,bpagos_6.xls
2020,4. Cuenta Financiera,-3497.8000000000006,millones_usd,bpagos_6.xls
2021,4. Cuenta Financiera,-5395.187109733293,millones_usd,bpagos_6.xls
2022,4. Cuenta Financiera,-7635.5,millones_usd,bpagos_6.xls
2023,4. Cuenta Financiera,-6471.700000000001,millones_usd,bpagos_6.xls
2024,4. Cuenta Financiera,-3615.3,millones_usd,bpagos_6.xls
2025,4. Cuenta Financiera,-3658.499999999999,millones_usd,bpagos_6.xls
2010,Inversión Directa,-2023.6999999999998,millones_usd,bpagos_6.xls
2011,Inversión Directa,-2276.7,millones_usd,bpagos_6.xls
2012,Inversión Directa,-3142.3999999999996,millones_usd,bpagos_6.xls
2013,Inversión Directa,-1990.5000000000002,millones_usd,bpagos_6.xls
2014,Inversión Directa,-2208.4999999999995,millones_usd,bpagos_6.xls
2015,Inversión Directa,-2204.9,millones_usd,bpagos_6.xls
2016,Inversión Directa,-2406.7000000000003,millones_usd,bpagos_6.xls
2017,Inversión Directa,-3570.7000000000007,millones_usd,bpagos_6.xls
2018,Inversión Directa,-2535.3,millones_usd,bpagos_6.xls
2019,Inversión Directa,-3021.0,millones_usd,bpagos_6.xls
2020,Inversión Directa,-2559.6000000000004,millones_usd,bpagos_6.xls
2021,Inversión Directa,-3196.7999999999993,millones_usd,bpagos_6.xls
2022,Inversión Directa,-4098.8,millones_usd,bpagos_6.xls
2023,Inversión Directa,-4390.2,millones_usd,bpagos_6.xls
2024,Inversión Directa,-4523.2,millones_usd,bpagos_6.xls
2025,Inversión Directa,-5032.799999999999,millones_usd,bpagos_6.xls
2010,Inversión de Cartera,-759.4999999999999,millones_usd,bpagos_6.xls
2011,Inversión de Cartera,-746.6,millones_usd,bpagos_6.xls
2012,Inversión de Cartera,-343.70000000000005,millones_usd,bpagos_6.xls
2013,Inversión de Cartera,-1786.6999999999996,millones_usd,bpagos_6.xls
2014,Inversión de Cartera,-1482.4,millones_usd,bpagos_6.xls
2015,Inversión de Cartera,-3457.7,millones_usd,bpagos_6.xls
2016,Inversión de Cartera,-1729.3000000000002,millones_usd,bpagos_6.xls
2017,Inversión de Cartera,-1756.7000000000003,millones_usd,bpagos_6.xls
2018,Inversión de Cartera,-2696.1000000000004,millones_usd,bpagos_6.xls
2019,Inversión de Cartera,-2177.6000000000004,millones_usd,bpagos_6.xls
2020,Inversión de Cartera,-5620.099999999999,millones_usd,bpagos_6.xls
2021,Inversión de Cartera,-2061.0000000000005,millones_usd,bpagos_6.xls
2022,Inversión de Cartera,-3257.7000000000003,millones_usd,bpagos_6.xls
2023,Inversión de Cartera,-2412.8,millones_usd,bpagos_6.xls
2024,Inversión de Cartera,-2432.0,millones_usd,bpagos_6.xls
2025,Inversión de Cartera,-3174.9,millones_usd,bpagos_6.xls
2010,Deuda Pub. y Priv. Med. y LP (Neto),-1007.2000000000003,millones_usd,bpagos_6.xls
2011,Deuda Pub. y Priv. Med. y LP (Neto),-1455.6999999999998,millones_usd,bpagos_6.xls
2012,Deuda Pub. y Priv. Med. y LP (Neto),-1405.7999999999997,millones_usd,bpagos_6.xls
2013,Deuda Pub. y Priv. Med. y LP (Neto),-665.3000000000002,millones_usd,bpagos_6.xls
2014,Deuda Pub. y Priv. Med. y LP (Neto),-53.199999999999996,millones_usd,bpagos_6.xls
2015,Deuda Pub. y Priv. Med. y LP (Neto),4101.599999999999,millones_usd,bpagos_6.xls
2016,Deuda Pub. y Priv. Med. y LP (Neto),692.5000000000001,millones_usd,bpagos_6.xls
2017,Deuda Pub. y Priv. Med. y LP (Neto),1192.8000000000002,millones_usd,bpagos_6.xls
2018,Deuda Pub. y Priv. Med. y LP (Neto),153.0000000000001,millones_usd,bpagos_6.xls
2019,Deuda Pub. y Priv. Med. y LP (Neto),650.1000000000001,millones_usd,bpagos_6.xls
2020,Deuda Pub. y Priv. Med. y LP (Neto),-312.39999999999975,millones_usd,bpagos_6.xls
2021,Deuda Pub. y Priv. Med. y LP (Neto),112.69999999999999,millones_usd,bpagos_6.xls
2022,Deuda Pub. y Priv. Med. y LP (Neto),-483.6,millones_usd,bpagos_6.xls
2023,Deuda Pub. y Priv. Med. y LP (Neto),-1232.0,millones_usd,bpagos_6.xls
2024,Deuda Pub. y Priv. Med. y LP (Neto),-440.0000000000001,millones_usd,bpagos_6.xls
2025,Deuda Pub. y Priv. Med. y LP (Neto),-367.9,millones_usd,bpagos_6.xls
2010,Deuda Pub. y Priv. Corto Plazo (Neto),-390.7999999999999,millones_usd,bpagos_6.xls
2011,Deuda Pub. y Priv. Corto Plazo (Neto),370.3999999999998,millones_usd,bpagos_6.xls
2012,Deuda Pub. y Priv. Corto Plazo (Neto),-97.39999999999986,millones_usd,bpagos_6.xls
2013,Deuda Pub. y Priv. Corto Plazo (Neto),-152.89999999999975,millones_usd,bpagos_6.xls
2014,Deuda Pub. y Priv. Corto Plazo (Neto),-503.6999999999996,millones_usd,bpagos_6.xls
2015,Deuda Pub. y Priv. Corto Plazo (Neto),-206.9000000000001,millones_usd,bpagos_6.xls
2016,Deuda Pub. y Priv. Corto Plazo (Neto),-61.700000000000045,millones_usd,bpagos_6.xls
2017,Deuda Pub. y Priv. Corto Plazo (Neto),185.80000000000007,millones_usd,bpagos_6.xls
2018,Deuda Pub. y Priv. Corto Plazo (Neto),235.40000000000003,millones_usd,bpagos_6.xls
2019,Deuda Pub. y Priv. Corto Plazo (Neto),-482.5999999999999,millones_usd,bpagos_6.xls
2020,Deuda Pub. y Priv. Corto Plazo (Neto),590.3000000000001,millones_usd,bpagos_6.xls
2021,Deuda Pub. y Priv. Corto Plazo (Neto),-186.4,millones_usd,bpagos_6.xls
2022,Deuda Pub. y Priv. Corto Plazo (Neto),-969.5,millones_usd,bpagos_6.xls
2023,Deuda Pub. y Priv. Corto Plazo (Neto),-613.2,millones_usd,bpagos_6.xls
2024,Deuda Pub. y Priv. Corto Plazo (Neto),-304.5000000000001,millones_usd,bpagos_6.xls
2025,Deuda Pub. y Priv. Corto Plazo (Neto),583.9,millones_usd,bpagos_6.xls
2010,Moneda y Depósitos,-749.0000000000001,millones_usd,bpagos_6.xls
2011,Moneda y Depósitos,18.299999999999898,millones_usd,bpagos_6.xls
2012,Moneda y Depósitos,1357.7000000000003,millones_usd,bpagos_6.xls
2013,Moneda y Depósitos,386.40000000000003,millones_usd,bpagos_6.xls
2014,Moneda y Depósitos,361.29999999999995,millones_usd,bpagos_6.xls
2015,Moneda y Depósitos,-114.3,millones_usd,bpagos_6.xls
2016,Moneda y Depósitos,611.1999999999999,millones_usd,bpagos_6.xls
2017,Moneda y Depósitos,1289.3999999999999,millones_usd,bpagos_6.xls
2018,Moneda y Depósitos,1293.5,millones_usd,bpagos_6.xls
2019,Moneda y Depósitos,1560.3999999999999,millones_usd,bpagos_6.xls
2020,Moneda y Depósitos,4137.900000000001,millones_usd,bpagos_6.xls
2021,Moneda y Depósitos,243.29999999999995,millones_usd,bpagos_6.xls
2022,Moneda y Depósitos,949.5999999999999,millones_usd,bpagos_6.xls
2023,Moneda y Depósitos,2004.0000000000002,millones_usd,bpagos_6.xls
2024,Moneda y Depósitos,3433.1999999999994,millones_usd,bpagos_6.xls
2025,Moneda y Depósitos,3973.4,millones_usd,bpagos_6.xls
2010,Otros 2/,-129.0999999999991,millones_usd,bpagos_6.xls
2011,Otros 2/,-11.20000000000016,millones_usd,bpagos_6.xls
