anio,concepto,valor,unidad,fuente_archivo
2012,Otros 2/,-60.600000000000136,millones_usd,bpagos_6.xls
2013,Otros 2/,-64.50000000000051,millones_usd,bpagos_6.xls
2014,Otros 2/,124.79999999999944,millones_usd,bpagos_6.xls
2015,Otros 2/,369.29999999999774,millones_usd,bpagos_6.xls
2016,Otros 2/,439.0999999999997,millones_usd,bpagos_6.xls
2017,Otros 2/,538.6999999999998,millones_usd,bpagos_6.xls
2018,Otros 2/,466.4999999999999,millones_usd,bpagos_6.xls
2019,Otros 2/,332.0,millones_usd,bpagos_6.xls
2020,Otros 2/,266.0999999999997,millones_usd,bpagos_6.xls
2021,Otros 2/,-306.98710973329344,millones_usd,bpagos_6.xls
2022,Otros 2/,224.49999999999966,millones_usd,bpagos_6.xls
2023,Otros 2/,172.50000000000023,millones_usd,bpagos_6.xls
2024,Otros 2/,651.2,millones_usd,bpagos_6.xls
2025,Otros 2/,359.7999999999997,millones_usd,bpagos_6.xls
2010,5. Saldo,72.09999999999985,millones_usd,bpagos_6.xls
2011,5. Saldo,296.1999999999999,millones_usd,bpagos_6.xls
2012,5. Saldo,-439.6000000000001,millones_usd,bpagos_6.xls
2013,5. Saldo,1333.9,millones_usd,bpagos_6.xls
2014,5. Saldo,650.0999999999995,millones_usd,bpagos_6.xls
2015,5. Saldo,770.2000000000002,millones_usd,bpagos_6.xls
2016,5. Saldo,891.9000000000002,millones_usd,bpagos_6.xls
2017,5. Saldo,727.6999999999999,millones_usd,bpagos_6.xls
2018,5. Saldo,833.1000000000004,millones_usd,bpagos_6.xls
2019,5. Saldo,1125.3000000000006,millones_usd,bpagos_6.xls
2020,5. Saldo,1295.0000000000002,millones_usd,bpagos_6.xls
2021,5. Saldo,2303.2,millones_usd,bpagos_6.xls
2022,5. Saldo,1443.5,millones_usd,bpagos_6.xls
2023,5. Saldo,1210.800000000001,millones_usd,bpagos_6.xls
2024,5. Saldo,-1763.1999999999998,millones_usd,bpagos_6.xls
2025,5. Saldo,1432.3999999999996,millones_usd,bpagos_6.xls
2010,6. Errores y Omisiones,-963.6999999999987,millones_usd,bpagos_6.xls
2011,6. Errores y Omisiones,529.3,millones_usd,bpagos_6.xls
2012,6. Errores y Omisiones,-250.89999999999793,millones_usd,bpagos_6.xls
2013,6. Errores y Omisiones,-371.699999999999,millones_usd,bpagos_6.xls
2014,6. Errores y Omisiones,-941.4000000000009,millones_usd,bpagos_6.xls
2015,6. Errores y Omisiones,-1549.499999999999,millones_usd,bpagos_6.xls
2016,6. Errores y Omisiones,-748.2999999999997,millones_usd,bpagos_6.xls
2017,6. Errores y Omisiones,-1259.900000000006,millones_usd,bpagos_6.xls
2018,6. Errores y Omisiones,-928.4000000000024,millones_usd,bpagos_6.xls
2019,6. Errores y Omisiones,-825.4999999999959,millones_usd,bpagos_6.xls
2020,6. Errores y Omisiones,-865.499999999999,millones_usd,bpagos_6.xls
2021,6. Errores y Omisiones,-406.68710973329405,millones_usd,bpagos_6.xls
2022,6. Errores y Omisiones,356.8999999999978,millones_usd,bpagos_6.xls
2023,6. Errores y Omisiones,-842.4999999999945,millones_usd,bpagos_6.xls
2024,6. Errores y Omisiones,-1673.0000000000018,millones_usd,bpagos_6.xls
2025,6. Errores y Omisiones,-738.1999999999962,millones_usd,bpagos_6.xls
2010,7. Financiamiento,72.09999999999985,millones_usd,bpagos_6.xls
2011,7. Financiamiento,296.1999999999999,millones_usd,bpagos_6.xls
2012,7. Financiamiento,-439.6000000000001,millones_usd,bpagos_6.xls
2013,7. Financiamiento,1333.9,millones_usd,bpagos_6.xls
2014,7. Financiamiento,650.0999999999995,millones_usd,bpagos_6.xls
2015,7. Financiamiento,770.2000000000002,millones_usd,bpagos_6.xls
2016,7. Financiamiento,891.9000000000002,millones_usd,bpagos_6.xls
2017,7. Financiamiento,727.6999999999999,millones_usd,bpagos_6.xls
2018,7. Financiamiento,833.1000000000001,millones_usd,bpagos_6.xls
2019,7. Financiamiento,1125.3000000000006,millones_usd,bpagos_6.xls
2020,7. Financiamiento,1295.0000000000002,millones_usd,bpagos_6.xls
2021,7. Financiamiento,2303.2,millones_usd,bpagos_6.xls
2022,7. Financiamiento,1443.5000000000002,millones_usd,bpagos_6.xls
2023,7. Financiamiento,1210.8000000000006,millones_usd,bpagos_6.xls
2024,7. Financiamiento,-1763.1999999999996,millones_usd,bpagos_6.xls
2025,7. Financiamiento,1432.3999999999999,millones_usd,bpagos_6.xls
2010,Activos de Reservas,466.39999999999986,millones_usd,bpagos_6.xls
2011,Activos de Reservas,339.3999999999999,millones_usd,bpagos_6.xls
2012,Activos de Reservas,-547.9000000000001,millones_usd,bpagos_6.xls
2013,Activos de Reservas,1139.0,millones_usd,bpagos_6.xls
2014,Activos de Reservas,195.39999999999952,millones_usd,bpagos_6.xls
2015,Activos de Reservas,406.9000000000001,millones_usd,bpagos_6.xls
2016,Activos de Reservas,779.7000000000002,millones_usd,bpagos_6.xls
2017,Activos de Reservas,730.6999999999999,millones_usd,bpagos_6.xls
2018,Activos de Reservas,847.0000000000002,millones_usd,bpagos_6.xls
2019,Activos de Reservas,1149.5000000000007,millones_usd,bpagos_6.xls
2020,Activos de Reservas,1962.9,millones_usd,bpagos_6.xls
2021,Activos de Reservas,2303.5999999999995,millones_usd,bpagos_6.xls
2022,Activos de Reservas,1443.9,millones_usd,bpagos_6.xls
2023,Activos de Reservas,1052.5000000000007,millones_usd,bpagos_6.xls
2024,Activos de Reservas,-2085.8999999999996,millones_usd,bpagos_6.xls
2025,Activos de Reservas,1264.0,millones_usd,bpagos_6.xls
2010,Uso del crédito y Préstamos del FMI 3/,390.8,millones_usd,bpagos_6.xls
2011,Uso del crédito y Préstamos del FMI 3/,40.100000000000016,millones_usd,bpagos_6.xls
2012,Uso del crédito y Préstamos del FMI 3/,-110.8,millones_usd,bpagos_6.xls
2013,Uso del crédito y Préstamos del FMI 3/,-196.9,millones_usd,bpagos_6.xls
2014,Uso del crédito y Préstamos del FMI 3/,-456.9,millones_usd,bpagos_6.xls
2015,Uso del crédito y Préstamos del FMI 3/,-365.2,millones_usd,bpagos_6.xls
2016,Uso del crédito y Préstamos del FMI 3/,-114.29999999999998,millones_usd,bpagos_6.xls
2017,Uso del crédito y Préstamos del FMI 3/,0.0,millones_usd,bpagos_6.xls
2018,Uso del crédito y Préstamos del FMI 3/,0.0,millones_usd,bpagos_6.xls
2019,Uso del crédito y Préstamos del FMI 3/,0.0,millones_usd,bpagos_6.xls
2020,Uso del crédito y Préstamos del FMI 3/,651.1,millones_usd,bpagos_6.xls
2021,Uso del crédito y Préstamos del FMI 3/,0.0,millones_usd,bpagos_6.xls
2022,Uso del crédito y Préstamos del FMI 3/,0.0,millones_usd,bpagos_6.xls
2023,Uso del crédito y Préstamos del FMI 3/,-158.39999999999998,millones_usd,bpagos_6.xls
2024,Uso del crédito y Préstamos del FMI 3/,-317.0,millones_usd,bpagos_6.xls
2025,Uso del crédito y Préstamos del FMI 3/,-158.8,millones_usd,bpagos_6.xls
2010,Transferecias (Condonación de deudas),3.8,millones_usd,bpagos_6.xls
2011,Transferecias (Condonación de deudas),3.1,millones_usd,bpagos_6.xls
2012,Transferecias (Condonación de deudas),2.5,millones_usd,bpagos_6.xls
2013,Transferecias (Condonación de deudas),2.3,millones_usd,bpagos_6.xls
2014,Transferecias (Condonación de deudas),2.2,millones_usd,bpagos_6.xls
2015,Transferecias (Condonación de deudas),1.9,millones_usd,bpagos_6.xls
2016,Transferecias (Condonación de deudas),2.0,millones_usd,bpagos_6.xls
2017,Transferecias (Condonación de deudas),1.5,millones_usd,bpagos_6.xls
2018,Transferecias (Condonación de deudas),2.2,millones_usd,bpagos_6.xls
2019,Transferecias (Condonación de deudas),1.4000000000000001,millones_usd,bpagos_6.xls
2020,Transferecias (Condonación de deudas),0.9999999999999999,millones_usd,bpagos_6.xls
2021,Transferecias (Condonación de deudas),0.4,millones_usd,bpagos_6.xls
2022,Transferecias (Condonación de deudas),0.30000000000000004,millones_usd,bpagos_6.xls
2023,Transferecias (Condonación de deudas),0.1,millones_usd,bpagos_6.xls
2024,Transferecias (Condonación de deudas),0.2,millones_usd,bpagos_6.xls
2025,Transferecias (Condonación de deudas),0.0,millones_usd,bpagos_6.xls
2010,Otra inversión-pasivos 4/,-401.8,millones_usd,bpagos_6.xls
2011,Otra inversión-pasivos 4/,0.0,millones_usd,bpagos_6.xls
2012,Otra inversión-pasivos 4/,0.0,millones_usd,bpagos_6.xls
2013,Otra inversión-pasivos 4/,-0.3,millones_usd,bpagos_6.xls
2014,Otra inversión-pasivos 4/,0.0,millones_usd,bpagos_6.xls
2015,Otra inversión-pasivos 4/,0.0,millones_usd,bpagos_6.xls
2016,Otra inversión-pasivos 4/,0.1,millones_usd,bpagos_6.xls
2017,Otra inversión-pasivos 4/,1.5,millones_usd,bpagos_6.xls
2018,Otra inversión-pasivos 4/,11.699999999999998,millones_usd,bpagos_6.xls
2019,Otra inversión-pasivos 4/,22.8,millones_usd,bpagos_6.xls
2020,Otra inversión-pasivos 4/,15.799999999999997,millones_usd,bpagos_6.xls
2021,Otra inversión-pasivos 4/,-4.440892098500626e-16,millones_usd,bpagos_6.xls
2022,Otra inversión-pasivos 4/,0.09999999999999787,millones_usd,bpagos_6.xls
2023,Otra inversión-pasivos 4/,-1.7763568394002505e-15,millones_usd,bpagos_6.xls
2024,Otra inversión-pasivos 4/,-5.9,millones_usd,bpagos_6.xls
2025,Otra inversión-pasivos 4/,-9.600000000000001,millones_usd,bpagos_6.xls
