anio,concepto,valor,unidad,hoja_origen,fuente_archivo
2008,3. Banco Central,5288.8,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2009,3. Banco Central,5515.2,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2010,3. Banco Central,6049.9,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2011,3. Banco Central,6452.6,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2012,3. Banco Central,6698.6,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2013,3. Banco Central,7247.2,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2014,3. Banco Central,7722.6,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2015,3. Banco Central,8718.5,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2016,3. Banco Central,9582.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2017,3. Banco Central,10247.7,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2018,3. Banco Central,11235.239867099046,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2019,3. Banco Central,11194.020286490922,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2020,3. Banco Central,11922.51,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2021,3. Banco Central,12964.099521711967,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2022,3. Banco Central,16181.01,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2023,3. Banco Central,17304.62,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2024,3. Banco Central,15038.44,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2025,3. Banco Central,13495.02,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2000,4. Deuda Intragubernamental 9/,0.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2001,4. Deuda Intragubernamental 9/,0.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2002,4. Deuda Intragubernamental 9/,0.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2003,4. Deuda Intragubernamental 9/,0.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2004,4. Deuda Intragubernamental 9/,0.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2005,4. Deuda Intragubernamental 9/,-68.1,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2006,4. Deuda Intragubernamental 9/,-69.41,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2007,4. Deuda Intragubernamental 9/,-68.5,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2008,4. Deuda Intragubernamental 9/,-2020.5,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2009,4. Deuda Intragubernamental 9/,-2359.2,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2010,4. Deuda Intragubernamental 9/,-2273.1,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2011,4. Deuda Intragubernamental 9/,-2200.4,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2012,4. Deuda Intragubernamental 9/,-2112.9,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2013,4. Deuda Intragubernamental 9/,-3156.3,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2014,4. Deuda Intragubernamental 9/,-3047.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2015,4. Deuda Intragubernamental 9/,-2911.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2016,4. Deuda Intragubernamental 9/,-2839.7,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2017,4. Deuda Intragubernamental 9/,-2879.5,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2018,4. Deuda Intragubernamental 9/,-2713.6800000000003,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2019,4. Deuda Intragubernamental 9/,-2502.0,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2020,4. Deuda Intragubernamental 9/,-2380.91,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2021,4. Deuda Intragubernamental 9/,-2373.67,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2022,4. Deuda Intragubernamental 9/,-2362.25,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2023,4. Deuda Intragubernamental 9/,-2285.901,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2024,4. Deuda Intragubernamental 9/,-2173.7,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
2025,4. Deuda Intragubernamental 9/,-2104.4,millones_usd,Por Fuente (US$),Deuda_Consolidada_Por_Fuente.xls
