fecha,anio,mes,mes_nombre,medida,valor,unidad,fuente_archivo
2013-08-31,2013,8,Agosto,BRUTAS 1/,3716.7128,millones_usd,reservas_internacionales.xlsx
2013-09-30,2013,9,Septiembre,BRUTAS 1/,3667.377,millones_usd,reservas_internacionales.xlsx
2013-10-31,2013,10,Octubre,BRUTAS 1/,3962.9249,millones_usd,reservas_internacionales.xlsx
2013-11-30,2013,11,Noviembre,BRUTAS 1/,3852.7063,millones_usd,reservas_internacionales.xlsx
2013-12-31,2013,12,Diciembre,BRUTAS 1/,4700.6346,millones_usd,reservas_internacionales.xlsx
2013-01-31,2013,1,Enero,NETAS 2/,3017.8043,millones_usd,reservas_internacionales.xlsx
2013-02-28,2013,2,Febrero,NETAS 2/,3035.1696,millones_usd,reservas_internacionales.xlsx
2013-03-31,2013,3,Marzo,NETAS 2/,3500.4731,millones_usd,reservas_internacionales.xlsx
2013-04-30,2013,4,Abril,NETAS 2/,4099.6361,millones_usd,reservas_internacionales.xlsx
2013-05-31,2013,5,Mayo,NETAS 2/,4067.3935,millones_usd,reservas_internacionales.xlsx
2013-06-30,2013,6,Junio,NETAS 2/,3841.4442,millones_usd,reservas_internacionales.xlsx
2013-07-31,2013,7,Julio,NETAS 2/,3453.8036,millones_usd,reservas_internacionales.xlsx
2013-08-31,2013,8,Agosto,NETAS 2/,3392.6395,millones_usd,reservas_internacionales.xlsx
2013-09-30,2013,9,Septiembre,NETAS 2/,3343.7962,millones_usd,reservas_internacionales.xlsx
2013-10-31,2013,10,Octubre,NETAS 2/,3648.2317,millones_usd,reservas_internacionales.xlsx
2013-11-30,2013,11,Noviembre,NETAS 2/,3542.005,millones_usd,reservas_internacionales.xlsx
2013-12-31,2013,12,Diciembre,NETAS 2/,4386.5042,millones_usd,reservas_internacionales.xlsx
2014-01-31,2014,1,Enero,ACTIVOS BRUTOS,4690.7325,millones_usd,reservas_internacionales.xlsx
2014-02-28,2014,2,Febrero,ACTIVOS BRUTOS,4381.881,millones_usd,reservas_internacionales.xlsx
2014-03-31,2014,3,Marzo,ACTIVOS BRUTOS,4516.6037,millones_usd,reservas_internacionales.xlsx
2014-04-30,2014,4,Abril,ACTIVOS BRUTOS,6083.328,millones_usd,reservas_internacionales.xlsx
2014-05-31,2014,5,Mayo,ACTIVOS BRUTOS,5514.1213,millones_usd,reservas_internacionales.xlsx
2014-06-30,2014,6,Junio,ACTIVOS BRUTOS,5581.7461,millones_usd,reservas_internacionales.xlsx
2014-07-31,2014,7,Julio,ACTIVOS BRUTOS,5438.7596,millones_usd,reservas_internacionales.xlsx
2014-08-31,2014,8,Agosto,ACTIVOS BRUTOS,5154.6742,millones_usd,reservas_internacionales.xlsx
2014-09-30,2014,9,Septiembre,ACTIVOS BRUTOS,4903.0654,millones_usd,reservas_internacionales.xlsx
2014-10-31,2014,10,Octubre,ACTIVOS BRUTOS,5059.2126,millones_usd,reservas_internacionales.xlsx
2014-11-30,2014,11,Noviembre,ACTIVOS BRUTOS,5045.4843,millones_usd,reservas_internacionales.xlsx
2014-12-31,2014,12,Diciembre,ACTIVOS BRUTOS,5476.4546,millones_usd,reservas_internacionales.xlsx
2014-01-31,2014,1,Enero,BRUTAS 1/,4066.4491,millones_usd,reservas_internacionales.xlsx
2014-02-28,2014,2,Febrero,BRUTAS 1/,3754.053,millones_usd,reservas_internacionales.xlsx
2014-03-31,2014,3,Marzo,BRUTAS 1/,3887.7974,millones_usd,reservas_internacionales.xlsx
2014-04-30,2014,4,Abril,BRUTAS 1/,5452.7744,millones_usd,reservas_internacionales.xlsx
2014-05-31,2014,5,Mayo,BRUTAS 1/,4884.4868,millones_usd,reservas_internacionales.xlsx
2014-06-30,2014,6,Junio,BRUTAS 1/,4949.7731,millones_usd,reservas_internacionales.xlsx
2014-07-31,2014,7,Julio,BRUTAS 1/,4809.026,millones_usd,reservas_internacionales.xlsx
2014-08-31,2014,8,Agosto,BRUTAS 1/,4526.5621,millones_usd,reservas_internacionales.xlsx
2014-09-30,2014,9,Septiembre,BRUTAS 1/,4281.644,millones_usd,reservas_internacionales.xlsx
2014-10-31,2014,10,Octubre,BRUTAS 1/,4437.6694,millones_usd,reservas_internacionales.xlsx
2014-11-30,2014,11,Noviembre,BRUTAS 1/,4425.9579,millones_usd,reservas_internacionales.xlsx
2014-12-31,2014,12,Diciembre,BRUTAS 1/,4861.7875,millones_usd,reservas_internacionales.xlsx
2014-01-31,2014,1,Enero,NETAS 2/,3753.8265,millones_usd,reservas_internacionales.xlsx
2014-02-28,2014,2,Febrero,NETAS 2/,3449.5471,millones_usd,reservas_internacionales.xlsx
2014-03-31,2014,3,Marzo,NETAS 2/,3584.874,millones_usd,reservas_internacionales.xlsx
2014-04-30,2014,4,Abril,NETAS 2/,5161.9815,millones_usd,reservas_internacionales.xlsx
2014-05-31,2014,5,Mayo,NETAS 2/,4598.0581,millones_usd,reservas_internacionales.xlsx
2014-06-30,2014,6,Junio,NETAS 2/,4666.5868,millones_usd,reservas_internacionales.xlsx
2014-07-31,2014,7,Julio,NETAS 2/,4538.0681,millones_usd,reservas_internacionales.xlsx
2014-08-31,2014,8,Agosto,NETAS 2/,4249.4966,millones_usd,reservas_internacionales.xlsx
2014-09-30,2014,9,Septiembre,NETAS 2/,4023.3483,millones_usd,reservas_internacionales.xlsx
2014-10-31,2014,10,Octubre,NETAS 2/,4214.4045,millones_usd,reservas_internacionales.xlsx
2014-11-30,2014,11,Noviembre,NETAS 2/,4208.1045,millones_usd,reservas_internacionales.xlsx
2014-12-31,2014,12,Diciembre,NETAS 2/,4650.4486,millones_usd,reservas_internacionales.xlsx
2015-01-31,2015,1,Enero,ACTIVOS BRUTOS,5149.6786,millones_usd,reservas_internacionales.xlsx
2015-02-28,2015,2,Febrero,ACTIVOS BRUTOS,5358.1017,millones_usd,reservas_internacionales.xlsx
2015-03-31,2015,3,Marzo,ACTIVOS BRUTOS,5565.4792,millones_usd,reservas_internacionales.xlsx
2015-04-30,2015,4,Abril,ACTIVOS BRUTOS,5369.0783,millones_usd,reservas_internacionales.xlsx
2015-05-31,2015,5,Mayo,ACTIVOS BRUTOS,5665.1844,millones_usd,reservas_internacionales.xlsx
2015-06-30,2015,6,Junio,ACTIVOS BRUTOS,5665.1679,millones_usd,reservas_internacionales.xlsx
2015-07-31,2015,7,Julio,ACTIVOS BRUTOS,5451.9705,millones_usd,reservas_internacionales.xlsx
2015-08-31,2015,8,Agosto,ACTIVOS BRUTOS,5603.9109,millones_usd,reservas_internacionales.xlsx
2015-09-30,2015,9,Septiembre,ACTIVOS BRUTOS,5436.8348,millones_usd,reservas_internacionales.xlsx
2015-10-31,2015,10,Octubre,ACTIVOS BRUTOS,5314.1303,millones_usd,reservas_internacionales.xlsx
2015-11-30,2015,11,Noviembre,ACTIVOS BRUTOS,5560.9282,millones_usd,reservas_internacionales.xlsx
2015-12-31,2015,12,Diciembre,ACTIVOS BRUTOS,5881.5406,millones_usd,reservas_internacionales.xlsx
2015-01-31,2015,1,Enero,BRUTAS 1/,4542.4647,millones_usd,reservas_internacionales.xlsx
2015-02-28,2015,2,Febrero,BRUTAS 1/,4748.8555,millones_usd,reservas_internacionales.xlsx
2015-03-31,2015,3,Marzo,BRUTAS 1/,4962.6575,millones_usd,reservas_internacionales.xlsx
2015-04-30,2015,4,Abril,BRUTAS 1/,4759.012,millones_usd,reservas_internacionales.xlsx
2015-05-31,2015,5,Mayo,BRUTAS 1/,5057.6438,millones_usd,reservas_internacionales.xlsx
2015-06-30,2015,6,Junio,BRUTAS 1/,5053.0814,millones_usd,reservas_internacionales.xlsx
2015-07-31,2015,7,Julio,BRUTAS 1/,4841.3522,millones_usd,reservas_internacionales.xlsx
2015-08-31,2015,8,Agosto,BRUTAS 1/,4989.7929,millones_usd,reservas_internacionales.xlsx
2015-09-30,2015,9,Septiembre,BRUTAS 1/,4821.9244,millones_usd,reservas_internacionales.xlsx
2015-10-31,2015,10,Octubre,BRUTAS 1/,4699.3701,millones_usd,reservas_internacionales.xlsx
2015-11-30,2015,11,Noviembre,BRUTAS 1/,4950.1873,millones_usd,reservas_internacionales.xlsx
2015-12-31,2015,12,Diciembre,BRUTAS 1/,5266.0461,millones_usd,reservas_internacionales.xlsx
2015-01-31,2015,1,Enero,NETAS 2/,4369.7523,millones_usd,reservas_internacionales.xlsx
2015-02-28,2015,2,Febrero,NETAS 2/,4575.726,millones_usd,reservas_internacionales.xlsx
2015-03-31,2015,3,Marzo,NETAS 2/,4797.7848,millones_usd,reservas_internacionales.xlsx
2015-04-30,2015,4,Abril,NETAS 2/,4623.8359,millones_usd,reservas_internacionales.xlsx
2015-05-31,2015,5,Mayo,NETAS 2/,4925.9654,millones_usd,reservas_internacionales.xlsx
2015-06-30,2015,6,Junio,NETAS 2/,4923.9753,millones_usd,reservas_internacionales.xlsx
2015-07-31,2015,7,Julio,NETAS 2/,4736.4104,millones_usd,reservas_internacionales.xlsx
2015-08-31,2015,8,Agosto,NETAS 2/,4884.0039,millones_usd,reservas_internacionales.xlsx
2015-09-30,2015,9,Septiembre,NETAS 2/,4720.2337,millones_usd,reservas_internacionales.xlsx
2015-10-31,2015,10,Octubre,NETAS 2/,4621.3133,millones_usd,reservas_internacionales.xlsx
2015-11-30,2015,11,Noviembre,NETAS 2/,4875.8326,millones_usd,reservas_internacionales.xlsx
2015-12-31,2015,12,Diciembre,NETAS 2/,5195.0541,millones_usd,reservas_internacionales.xlsx
2016-01-31,2016,1,Enero,ACTIVOS BRUTOS,6300.1074,millones_usd,reservas_internacionales.xlsx
2016-02-29,2016,2,Febrero,ACTIVOS BRUTOS,5995.8489,millones_usd,reservas_internacionales.xlsx
2016-03-31,2016,3,Marzo,ACTIVOS BRUTOS,6078.1638,millones_usd,reservas_internacionales.xlsx
2016-04-30,2016,4,Abril,ACTIVOS BRUTOS,5941.0759,millones_usd,reservas_internacionales.xlsx
2016-05-31,2016,5,Mayo,ACTIVOS BRUTOS,5929.663,millones_usd,reservas_internacionales.xlsx
2016-06-30,2016,6,Junio,ACTIVOS BRUTOS,6219.8607,millones_usd,reservas_internacionales.xlsx
2016-07-31,2016,7,Julio,ACTIVOS BRUTOS,6228.2024,millones_usd,reservas_internacionales.xlsx
2016-08-31,2016,8,Agosto,ACTIVOS BRUTOS,6029.2864,millones_usd,reservas_internacionales.xlsx
2016-09-30,2016,9,Septiembre,ACTIVOS BRUTOS,5836.9597,millones_usd,reservas_internacionales.xlsx
2016-10-31,2016,10,Octubre,ACTIVOS BRUTOS,6341.8887,millones_usd,reservas_internacionales.xlsx
2016-11-30,2016,11,Noviembre,ACTIVOS BRUTOS,6591.7898,millones_usd,reservas_internacionales.xlsx
2016-12-31,2016,12,Diciembre,ACTIVOS BRUTOS,6924.2422,millones_usd,reservas_internacionales.xlsx
2016-01-31,2016,1,Enero,BRUTAS 1/,5685.7066,millones_usd,reservas_internacionales.xlsx
2016-02-29,2016,2,Febrero,BRUTAS 1/,5112.9894,millones_usd,reservas_internacionales.xlsx
2016-03-31,2016,3,Marzo,BRUTAS 1/,5183.4242,millones_usd,reservas_internacionales.xlsx
2016-04-30,2016,4,Abril,BRUTAS 1/,5041.483,millones_usd,reservas_internacionales.xlsx
2016-05-31,2016,5,Mayo,BRUTAS 1/,5034.8837,millones_usd,reservas_internacionales.xlsx
2016-06-30,2016,6,Junio,BRUTAS 1/,5325.2553,millones_usd,reservas_internacionales.xlsx
2016-07-31,2016,7,Julio,BRUTAS 1/,5334.6138,millones_usd,reservas_internacionales.xlsx
2016-08-31,2016,8,Agosto,BRUTAS 1/,5134.389,millones_usd,reservas_internacionales.xlsx
2016-09-30,2016,9,Septiembre,BRUTAS 1/,4940.4717,millones_usd,reservas_internacionales.xlsx
2016-10-31,2016,10,Octubre,BRUTAS 1/,5452.7094,millones_usd,reservas_internacionales.xlsx
2016-11-30,2016,11,Noviembre,BRUTAS 1/,5709.386,millones_usd,reservas_internacionales.xlsx
2016-12-31,2016,12,Diciembre,BRUTAS 1/,6047.3546,millones_usd,reservas_internacionales.xlsx
2016-01-31,2016,1,Enero,NETAS 2/,5637.9395,millones_usd,reservas_internacionales.xlsx
2016-02-29,2016,2,Febrero,NETAS 2/,5065.0063,millones_usd,reservas_internacionales.xlsx
2016-03-31,2016,3,Marzo,NETAS 2/,5134.0699,millones_usd,reservas_internacionales.xlsx
2016-04-30,2016,4,Abril,NETAS 2/,5015.4147,millones_usd,reservas_internacionales.xlsx
2016-05-31,2016,5,Mayo,NETAS 2/,5011.0678,millones_usd,reservas_internacionales.xlsx
2016-06-30,2016,6,Junio,NETAS 2/,5301.0213,millones_usd,reservas_internacionales.xlsx
2016-07-31,2016,7,Julio,NETAS 2/,5333.6006,millones_usd,reservas_internacionales.xlsx
2016-08-31,2016,8,Agosto,NETAS 2/,5131.3256,millones_usd,reservas_internacionales.xlsx
2016-09-30,2016,9,Septiembre,NETAS 2/,4938.558,millones_usd,reservas_internacionales.xlsx
2016-10-31,2016,10,Octubre,NETAS 2/,5450.2544,millones_usd,reservas_internacionales.xlsx
2016-11-30,2016,11,Noviembre,NETAS 2/,5709.3339,millones_usd,reservas_internacionales.xlsx
2016-12-31,2016,12,Diciembre,NETAS 2/,6046.7,millones_usd,reservas_internacionales.xlsx
2017-01-31,2017,1,Enero,ACTIVOS BRUTOS,7593.011,millones_usd,reservas_internacionales.xlsx
2017-02-28,2017,2,Febrero,ACTIVOS BRUTOS,7184.6128,millones_usd,reservas_internacionales.xlsx
2017-03-31,2017,3,Marzo,ACTIVOS BRUTOS,7345.0296,millones_usd,reservas_internacionales.xlsx
2017-04-30,2017,4,Abril,ACTIVOS BRUTOS,7212.6363,millones_usd,reservas_internacionales.xlsx
2017-05-31,2017,5,Mayo,ACTIVOS BRUTOS,6987.2497,millones_usd,reservas_internacionales.xlsx
2017-06-30,2017,6,Junio,ACTIVOS BRUTOS,7417.8811,millones_usd,reservas_internacionales.xlsx
2017-07-31,2017,7,Julio,ACTIVOS BRUTOS,7162.9594,millones_usd,reservas_internacionales.xlsx
2017-08-31,2017,8,Agosto,ACTIVOS BRUTOS,6955.79,millones_usd,reservas_internacionales.xlsx
2017-09-30,2017,9,Septiembre,ACTIVOS BRUTOS,6848.6318,millones_usd,reservas_internacionales.xlsx
2017-10-31,2017,10,Octubre,ACTIVOS BRUTOS,6494.8451,millones_usd,reservas_internacionales.xlsx
2017-11-30,2017,11,Noviembre,ACTIVOS BRUTOS,7014.9033,millones_usd,reservas_internacionales.xlsx
2017-12-31,2017,12,Diciembre,ACTIVOS BRUTOS,7452.1127,millones_usd,reservas_internacionales.xlsx
2017-01-31,2017,1,Enero,BRUTAS 1/,6708.729,millones_usd,reservas_internacionales.xlsx
2017-02-28,2017,2,Febrero,BRUTAS 1/,6300.7365,millones_usd,reservas_internacionales.xlsx
2017-03-31,2017,3,Marzo,BRUTAS 1/,6458.6614,millones_usd,reservas_internacionales.xlsx
2017-04-30,2017,4,Abril,BRUTAS 1/,6319.4293,millones_usd,reservas_internacionales.xlsx
2017-05-31,2017,5,Mayo,BRUTAS 1/,6087.368,millones_usd,reservas_internacionales.xlsx
2017-06-30,2017,6,Junio,BRUTAS 1/,6513.6651,millones_usd,reservas_internacionales.xlsx
2017-07-31,2017,7,Julio,BRUTAS 1/,6250.3936,millones_usd,reservas_internacionales.xlsx
2017-08-31,2017,8,Agosto,BRUTAS 1/,6283.3754,millones_usd,reservas_internacionales.xlsx
2017-09-30,2017,9,Septiembre,BRUTAS 1/,6176.2789,millones_usd,reservas_internacionales.xlsx
2017-10-31,2017,10,Octubre,BRUTAS 1/,5826.3566,millones_usd,reservas_internacionales.xlsx
2017-11-30,2017,11,Noviembre,BRUTAS 1/,6344.6898,millones_usd,reservas_internacionales.xlsx
2017-12-31,2017,12,Diciembre,BRUTAS 1/,6780.7716,millones_usd,reservas_internacionales.xlsx
2017-01-31,2017,1,Enero,NETAS 2/,6707.0496,millones_usd,reservas_internacionales.xlsx
2017-02-28,2017,2,Febrero,NETAS 2/,6299.0953,millones_usd,reservas_internacionales.xlsx
2017-03-31,2017,3,Marzo,NETAS 2/,6456.3899,millones_usd,reservas_internacionales.xlsx
2017-04-30,2017,4,Abril,NETAS 2/,6316.5241,millones_usd,reservas_internacionales.xlsx
2017-05-31,2017,5,Mayo,NETAS 2/,6087.2314,millones_usd,reservas_internacionales.xlsx
2017-06-30,2017,6,Junio,NETAS 2/,6512.7857,millones_usd,reservas_internacionales.xlsx
2017-07-31,2017,7,Julio,NETAS 2/,6248.7458,millones_usd,reservas_internacionales.xlsx
2017-08-31,2017,8,Agosto,NETAS 2/,6279.1282,millones_usd,reservas_internacionales.xlsx
2017-09-30,2017,9,Septiembre,NETAS 2/,6169.1448,millones_usd,reservas_internacionales.xlsx
2017-10-31,2017,10,Octubre,NETAS 2/,5821.829,millones_usd,reservas_internacionales.xlsx
2017-11-30,2017,11,Noviembre,NETAS 2/,6344.5116,millones_usd,reservas_internacionales.xlsx
2017-12-31,2017,12,Diciembre,NETAS 2/,6780.4031,millones_usd,reservas_internacionales.xlsx
2018-01-31,2018,1,Enero,ACTIVOS BRUTOS,7491.4047,millones_usd,reservas_internacionales.xlsx
2018-02-28,2018,2,Febrero,ACTIVOS BRUTOS,8730.5978,millones_usd,reservas_internacionales.xlsx
2018-03-31,2018,3,Marzo,ACTIVOS BRUTOS,8262.3881,millones_usd,reservas_internacionales.xlsx
2018-04-30,2018,4,Abril,ACTIVOS BRUTOS,7879.9362,millones_usd,reservas_internacionales.xlsx
2018-05-31,2018,5,Mayo,ACTIVOS BRUTOS,7578.8618,millones_usd,reservas_internacionales.xlsx
2018-06-30,2018,6,Junio,ACTIVOS BRUTOS,7262.5704,millones_usd,reservas_internacionales.xlsx
2018-07-31,2018,7,Julio,ACTIVOS BRUTOS,8055.2174,millones_usd,reservas_internacionales.xlsx
2018-08-31,2018,8,Agosto,ACTIVOS BRUTOS,8096.8306,millones_usd,reservas_internacionales.xlsx
2018-09-30,2018,9,Septiembre,ACTIVOS BRUTOS,7988.6872,millones_usd,reservas_internacionales.xlsx
2018-10-31,2018,10,Octubre,ACTIVOS BRUTOS,7639.258,millones_usd,reservas_internacionales.xlsx
2018-11-30,2018,11,Noviembre,ACTIVOS BRUTOS,7342.1299,millones_usd,reservas_internacionales.xlsx
2018-12-31,2018,12,Diciembre,ACTIVOS BRUTOS,8285.3525,millones_usd,reservas_internacionales.xlsx
2018-01-31,2018,1,Enero,BRUTAS 1/,6806.4589,millones_usd,reservas_internacionales.xlsx
2018-02-28,2018,2,Febrero,BRUTAS 1/,8050.3442,millones_usd,reservas_internacionales.xlsx
2018-03-31,2018,3,Marzo,BRUTAS 1/,7577.216,millones_usd,reservas_internacionales.xlsx
2018-04-30,2018,4,Abril,BRUTAS 1/,7202.8074,millones_usd,reservas_internacionales.xlsx
2018-05-31,2018,5,Mayo,BRUTAS 1/,6911.4268,millones_usd,reservas_internacionales.xlsx
2018-06-30,2018,6,Junio,BRUTAS 1/,6598.4296,millones_usd,reservas_internacionales.xlsx
2018-07-31,2018,7,Julio,BRUTAS 1/,7391.746,millones_usd,reservas_internacionales.xlsx
2018-08-31,2018,8,Agosto,BRUTAS 1/,7434.83,millones_usd,reservas_internacionales.xlsx
2018-09-30,2018,9,Septiembre,BRUTAS 1/,7329.0965,millones_usd,reservas_internacionales.xlsx
2018-10-31,2018,10,Octubre,BRUTAS 1/,6985.1955,millones_usd,reservas_internacionales.xlsx
2018-11-30,2018,11,Noviembre,BRUTAS 1/,6687.5795,millones_usd,reservas_internacionales.xlsx
2018-12-31,2018,12,Diciembre,BRUTAS 1/,7627.6352,millones_usd,reservas_internacionales.xlsx
2018-01-31,2018,1,Enero,NETAS 2/,6803.9782,millones_usd,reservas_internacionales.xlsx
2018-02-28,2018,2,Febrero,NETAS 2/,8050.1476,millones_usd,reservas_internacionales.xlsx
2018-03-31,2018,3,Marzo,NETAS 2/,7576.7979,millones_usd,reservas_internacionales.xlsx
2018-04-30,2018,4,Abril,NETAS 2/,7202.1804,millones_usd,reservas_internacionales.xlsx
2018-05-31,2018,5,Mayo,NETAS 2/,6911.1901,millones_usd,reservas_internacionales.xlsx
2018-06-30,2018,6,Junio,NETAS 2/,6597.9586,millones_usd,reservas_internacionales.xlsx
2018-07-31,2018,7,Julio,NETAS 2/,7391.0418,millones_usd,reservas_internacionales.xlsx
2018-08-31,2018,8,Agosto,NETAS 2/,7430.6821,millones_usd,reservas_internacionales.xlsx
2018-09-30,2018,9,Septiembre,NETAS 2/,7328.6228,millones_usd,reservas_internacionales.xlsx
2018-10-31,2018,10,Octubre,NETAS 2/,6984.4795,millones_usd,reservas_internacionales.xlsx
2018-11-30,2018,11,Noviembre,NETAS 2/,6687.3247,millones_usd,reservas_internacionales.xlsx
2018-12-31,2018,12,Diciembre,NETAS 2/,7627.1079,millones_usd,reservas_internacionales.xlsx
2019-01-31,2019,1,Enero,ACTIVOS BRUTOS,7710.9033,millones_usd,reservas_internacionales.xlsx
2019-02-28,2019,2,Febrero,ACTIVOS BRUTOS,7795.2125,millones_usd,reservas_internacionales.xlsx
2019-03-31,2019,3,Marzo,ACTIVOS BRUTOS,8010.7036,millones_usd,reservas_internacionales.xlsx
2019-04-30,2019,4,Abril,ACTIVOS BRUTOS,7931.8599,millones_usd,reservas_internacionales.xlsx
2019-05-31,2019,5,Mayo,ACTIVOS BRUTOS,7633.0623,millones_usd,reservas_internacionales.xlsx
2019-06-30,2019,6,Junio,ACTIVOS BRUTOS,9369.5756,millones_usd,reservas_internacionales.xlsx
2019-07-31,2019,7,Julio,ACTIVOS BRUTOS,8867.0661,millones_usd,reservas_internacionales.xlsx
2019-08-31,2019,8,Agosto,ACTIVOS BRUTOS,8548.3375,millones_usd,reservas_internacionales.xlsx
2019-09-30,2019,9,Septiembre,ACTIVOS BRUTOS,8236.6291,millones_usd,reservas_internacionales.xlsx
2019-10-31,2019,10,Octubre,ACTIVOS BRUTOS,8145.1451,millones_usd,reservas_internacionales.xlsx
2019-11-30,2019,11,Noviembre,ACTIVOS BRUTOS,7795.9607,millones_usd,reservas_internacionales.xlsx
2019-12-31,2019,12,Diciembre,ACTIVOS BRUTOS,9420.5499,millones_usd,reservas_internacionales.xlsx
2019-01-31,2019,1,Enero,BRUTAS 1/,7049.1665,millones_usd,reservas_internacionales.xlsx
2019-02-28,2019,2,Febrero,BRUTAS 1/,7134.1318,millones_usd,reservas_internacionales.xlsx
2019-03-31,2019,3,Marzo,BRUTAS 1/,7354.0893,millones_usd,reservas_internacionales.xlsx
2019-04-30,2019,4,Abril,BRUTAS 1/,7276.2166,millones_usd,reservas_internacionales.xlsx
2019-05-31,2019,5,Mayo,BRUTAS 1/,6980.7998,millones_usd,reservas_internacionales.xlsx
2019-06-30,2019,6,Junio,BRUTAS 1/,8712.1199,millones_usd,reservas_internacionales.xlsx
2019-07-31,2019,7,Julio,BRUTAS 1/,8215.7448,millones_usd,reservas_internacionales.xlsx
2019-08-31,2019,8,Agosto,BRUTAS 1/,7899.9611,millones_usd,reservas_internacionales.xlsx
2019-09-30,2019,9,Septiembre,BRUTAS 1/,7590.7938,millones_usd,reservas_internacionales.xlsx
2019-10-31,2019,10,Octubre,BRUTAS 1/,7492.2291,millones_usd,reservas_internacionales.xlsx
2019-11-30,2019,11,Noviembre,BRUTAS 1/,7145.8071,millones_usd,reservas_internacionales.xlsx
2019-12-31,2019,12,Diciembre,BRUTAS 1/,8781.7846,millones_usd,reservas_internacionales.xlsx
2019-01-31,2019,1,Enero,NETAS 2/,7046.505,millones_usd,reservas_internacionales.xlsx
2019-02-28,2019,2,Febrero,NETAS 2/,7133.8695,millones_usd,reservas_internacionales.xlsx
2019-03-31,2019,3,Marzo,NETAS 2/,7353.5459,millones_usd,reservas_internacionales.xlsx
2019-04-30,2019,4,Abril,NETAS 2/,7275.4017,millones_usd,reservas_internacionales.xlsx
2019-05-31,2019,5,Mayo,NETAS 2/,6980.5136,millones_usd,reservas_internacionales.xlsx
2019-06-30,2019,6,Junio,NETAS 2/,8711.5652,millones_usd,reservas_internacionales.xlsx
2019-07-31,2019,7,Julio,NETAS 2/,8214.9558,millones_usd,reservas_internacionales.xlsx
2019-08-31,2019,8,Agosto,NETAS 2/,7899.7222,millones_usd,reservas_internacionales.xlsx
2019-09-30,2019,9,Septiembre,NETAS 2/,7587.8028,millones_usd,reservas_internacionales.xlsx
2019-10-31,2019,10,Octubre,NETAS 2/,7491.5772,millones_usd,reservas_internacionales.xlsx
2019-11-30,2019,11,Noviembre,NETAS 2/,7145.6166,millones_usd,reservas_internacionales.xlsx
2019-12-31,2019,12,Diciembre,NETAS 2/,8781.4012,millones_usd,reservas_internacionales.xlsx
2020-01-31,2020,1,Enero,ACTIVOS BRUTOS,11045.2153,millones_usd,reservas_internacionales.xlsx
2020-02-29,2020,2,Febrero,ACTIVOS BRUTOS,10498.3787,millones_usd,reservas_internacionales.xlsx
2020-03-31,2020,3,Marzo,ACTIVOS BRUTOS,9955.7407,millones_usd,reservas_internacionales.xlsx
2020-04-30,2020,4,Abril,ACTIVOS BRUTOS,9274.2509,millones_usd,reservas_internacionales.xlsx
2020-05-31,2020,5,Mayo,ACTIVOS BRUTOS,8665.3555,millones_usd,reservas_internacionales.xlsx
2020-06-30,2020,6,Junio,ACTIVOS BRUTOS,7808.09,millones_usd,reservas_internacionales.xlsx
2020-07-31,2020,7,Julio,ACTIVOS BRUTOS,7341.7164,millones_usd,reservas_internacionales.xlsx
2020-08-31,2020,8,Agosto,ACTIVOS BRUTOS,7672.5236,millones_usd,reservas_internacionales.xlsx
2020-09-30,2020,9,Septiembre,ACTIVOS BRUTOS,11201.1354,millones_usd,reservas_internacionales.xlsx
2020-10-31,2020,10,Octubre,ACTIVOS BRUTOS,10524.5377,millones_usd,reservas_internacionales.xlsx
2020-11-30,2020,11,Noviembre,ACTIVOS BRUTOS,10562.7363,millones_usd,reservas_internacionales.xlsx
2020-12-31,2020,12,Diciembre,ACTIVOS BRUTOS,11414.1559,millones_usd,reservas_internacionales.xlsx
2020-01-31,2020,1,Enero,BRUTAS 1/,10408.8961,millones_usd,reservas_internacionales.xlsx
2020-02-29,2020,2,Febrero,BRUTAS 1/,9863.7272,millones_usd,reservas_internacionales.xlsx
2020-03-31,2020,3,Marzo,BRUTAS 1/,9324.6308,millones_usd,reservas_internacionales.xlsx
2020-04-30,2020,4,Abril,BRUTAS 1/,8642.489,millones_usd,reservas_internacionales.xlsx
2020-05-31,2020,5,Mayo,BRUTAS 1/,8038.0293,millones_usd,reservas_internacionales.xlsx
2020-06-30,2020,6,Junio,BRUTAS 1/,7172.2686,millones_usd,reservas_internacionales.xlsx
2020-07-31,2020,7,Julio,BRUTAS 1/,6690.4658,millones_usd,reservas_internacionales.xlsx
2020-08-31,2020,8,Agosto,BRUTAS 1/,7018.5768,millones_usd,reservas_internacionales.xlsx
2020-09-30,2020,9,Septiembre,BRUTAS 1/,10551.994,millones_usd,reservas_internacionales.xlsx
2020-10-31,2020,10,Octubre,BRUTAS 1/,9873.7924,millones_usd,reservas_internacionales.xlsx
2020-11-30,2020,11,Noviembre,BRUTAS 1/,9903.8481,millones_usd,reservas_internacionales.xlsx
2020-12-31,2020,12,Diciembre,BRUTAS 1/,10751.6725,millones_usd,reservas_internacionales.xlsx
2020-01-31,2020,1,Enero,NETAS 2/,10408.3367,millones_usd,reservas_internacionales.xlsx
2020-02-29,2020,2,Febrero,NETAS 2/,9863.5577,millones_usd,reservas_internacionales.xlsx
2020-03-31,2020,3,Marzo,NETAS 2/,9324.4033,millones_usd,reservas_internacionales.xlsx
2020-04-30,2020,4,Abril,NETAS 2/,8613.7033,millones_usd,reservas_internacionales.xlsx
